mode,trans_A,trans_B,BM,BK,BN,TM,TK,TN,latency
dds,False,False,32,8,128,2,2,2,inf
dds,False,False,32,16,8,4,2,2,31.90923767089844
dds,False,False,32,16,16,8,8,2,18.17984313964844
dds,False,False,32,16,32,8,2,4,13.35161895751953
dds,False,False,32,16,64,8,4,4,12.96336669921875
dds,False,False,32,16,128,2,2,2,inf
dds,False,False,32,32,8,4,4,2,34.13486022949219
dds,False,False,32,32,16,8,4,2,18.598626708984376
dds,False,False,32,32,32,8,16,2,14.275120544433594
dds,False,False,32,32,64,8,4,2,13.326914978027345
dds,False,False,32,32,128,2,2,2,inf
dds,False,False,32,64,8,4,2,2,34.046783447265625
dds,False,False,32,64,16,4,8,2,20.470233154296874
dds,False,False,32,64,32,4,8,2,15.157046508789062
dds,False,False,32,64,64,8,8,2,13.67220458984375
dds,False,False,32,64,128,2,2,2,inf
dds,False,False,32,128,8,2,16,2,39.59329833984375
dds,False,False,32,128,16,4,4,2,24.433506774902344
dds,False,False,32,128,32,4,8,2,16.391807556152344
dds,False,False,32,128,64,4,16,2,14.969456481933594
dds,False,False,32,128,128,2,2,2,inf
dds,False,False,64,8,8,16,4,2,26.64129638671875
dds,False,False,64,8,16,8,4,4,15.326361083984375
dds,False,False,64,8,32,16,8,4,12.275103759765624
dds,False,False,64,8,64,2,2,2,inf
dds,False,False,64,8,128,2,2,2,inf
dds,False,False,64,16,8,8,2,2,24.83520965576172
dds,False,False,64,16,16,16,4,2,15.0552734375
dds,False,False,64,16,32,8,16,4,12.50583038330078
dds,False,False,64,16,64,2,2,2,inf
dds,False,False,64,16,128,2,2,2,inf
dds,False,False,64,32,8,8,8,2,29.507452392578124
dds,False,False,64,32,16,8,8,2,16.862696838378906
dds,False,False,64,32,32,8,4,2,12.744691467285156
dds,False,False,64,32,64,2,2,2,inf
dds,False,False,64,32,128,2,2,2,inf
dds,False,False,64,64,8,4,2,2,32.07197265625
dds,False,False,64,64,16,8,16,2,18.548597717285155
dds,False,False,64,64,32,8,2,2,13.186189270019533
dds,False,False,64,64,64,2,2,2,inf
dds,False,False,64,64,128,2,2,2,inf
dds,False,False,64,128,8,2,8,2,39.9909912109375
dds,False,False,64,128,16,4,8,2,20.25826568603516
dds,False,False,64,128,32,8,2,2,14.141506958007811
dds,False,False,64,128,64,2,2,2,inf
dds,False,False,64,128,128,2,2,2,inf
dds,False,False,128,8,8,16,2,4,26.484652709960937
dds,False,False,128,8,16,16,2,4,14.087107849121091
dds,False,False,128,8,32,2,2,2,inf
dds,False,False,128,8,64,2,2,2,inf
dds,False,False,128,8,128,2,2,2,inf
dds,False,False,128,16,8,16,8,2,21.534544372558592
dds,False,False,128,16,16,16,16,2,14.640284729003906
dds,False,False,128,16,32,2,2,2,inf
dds,False,False,128,16,64,2,2,2,inf
dds,False,False,128,16,128,2,2,2,inf
dds,False,False,128,32,8,8,8,2,28.789382934570312
dds,False,False,128,32,16,8,16,2,15.902000427246094
dds,False,False,128,32,32,2,2,2,inf
dds,False,False,128,32,64,2,2,2,inf
dds,False,False,128,32,128,2,2,2,inf
dds,False,False,128,64,8,4,2,2,33.127508544921874
dds,False,False,128,64,16,8,2,2,17.735232543945312
dds,False,False,128,64,32,2,2,2,inf
dds,False,False,128,64,64,2,2,2,inf
dds,False,False,128,64,128,2,2,2,inf
dds,False,False,128,128,8,2,2,2,inf
dds,False,False,128,128,16,2,2,2,inf
dds,False,False,128,128,32,2,2,2,inf
dds,False,False,128,128,64,2,2,2,inf
dds,False,False,128,128,128,2,2,2,inf
dds,False,True,8,8,8,2,8,2,68.33310546875
dds,False,True,8,8,16,4,2,2,56.5980712890625
dds,False,True,8,8,32,8,8,4,68.17498168945312
dds,False,True,8,8,64,4,8,16,84.39244384765625
dds,False,True,8,8,128,8,8,16,92.27847290039062
dds,False,True,8,16,8,2,16,2,67.75989379882813
dds,False,True,8,16,16,2,4,2,49.00977478027344
dds,False,True,8,16,32,8,16,2,46.584982299804686
dds,False,True,8,16,64,8,4,4,42.45918579101563
dds,False,True,8,16,128,2,8,16,41.13911743164063
dds,False,True,8,32,8,2,16,2,89.56703491210938
dds,False,True,8,32,16,2,4,2,46.791586303710936
dds,False,True,8,32,32,4,8,2,39.323019409179686
dds,False,True,8,32,64,4,2,2,38.71488342285157
dds,False,True,8,32,128,8,8,2,39.51044921875
dds,False,True,8,64,8,2,16,2,130.14737548828126
dds,False,True,8,64,16,2,8,2,66.99788818359374
dds,False,True,8,64,32,4,16,2,55.87267456054688
dds,False,True,8,64,64,4,16,2,54.4582763671875
dds,False,True,8,64,128,4,4,2,54.76102905273437
dds,False,True,8,128,8,2,2,2,inf
dds,False,True,8,128,16,2,16,2,109.83070068359376
dds,False,True,8,128,32,2,8,2,99.8999755859375
dds,False,True,8,128,64,2,4,2,98.21196899414062
dds,False,True,8,128,128,2,2,2,inf
dds,False,True,16,8,8,4,4,2,43.08326416015625
dds,False,True,16,8,16,4,8,2,29.3208740234375
dds,False,True,16,8,32,8,4,4,43.06368103027344
dds,False,True,16,8,64,4,4,8,44.58840637207031
dds,False,True,16,8,128,4,4,16,49.77604370117187
dds,False,True,16,16,8,2,16,2,37.32265014648438
dds,False,True,16,16,16,4,8,2,25.79122314453125
dds,False,True,16,16,32,8,16,2,25.268634033203124
dds,False,True,16,16,64,16,8,2,21.63783721923828
dds,False,True,16,16,128,16,16,2,21.9729248046875
dds,False,True,16,32,8,2,2,2,47.71018371582032
dds,False,True,16,32,16,4,2,2,29.6340576171875
dds,False,True,16,32,32,8,16,2,22.302653503417968
dds,False,True,16,32,64,8,8,2,22.06714172363281
dds,False,True,16,32,128,8,4,2,21.238131713867187
dds,False,True,16,64,8,2,8,2,58.50890502929688
dds,False,True,16,64,16,4,2,2,40.11568603515625
dds,False,True,16,64,32,8,8,2,33.484283447265625
dds,False,True,16,64,64,4,2,2,32.49169006347656
dds,False,True,16,64,128,4,2,4,32.50621032714844
dds,False,True,16,128,8,2,16,2,86.73631591796875
dds,False,True,16,128,16,4,8,2,63.19295043945313
dds,False,True,16,128,32,4,2,2,55.3454345703125
dds,False,True,16,128,64,4,8,2,53.07149658203125
dds,False,True,16,128,128,2,2,2,inf
dds,False,True,32,8,8,8,8,2,31.70926513671875
dds,False,True,32,8,16,8,8,2,20.866188049316406
dds,False,True,32,8,32,8,2,2,18.719453430175783
dds,False,True,32,8,64,16,8,2,23.87512969970703
dds,False,True,32,8,128,2,2,2,inf
dds,False,True,32,16,8,4,2,2,28.93572998046875
dds,False,True,32,16,16,8,16,2,19.09322509765625
dds,False,True,32,16,32,16,8,2,15.363580322265625
dds,False,True,32,16,64,8,2,4,14.772169494628908
dds,False,True,32,16,128,2,2,2,inf
dds,False,True,32,32,8,4,2,2,36.425103759765626
dds,False,True,32,32,16,8,4,2,21.15513610839844
dds,False,True,32,32,32,8,8,2,16.99063720703125
dds,False,True,32,32,64,8,2,4,16.2457763671875
dds,False,True,32,32,128,2,2,2,inf
dds,False,True,32,64,8,4,4,2,42.11276245117188
dds,False,True,32,64,16,8,8,2,26.644598388671877
dds,False,True,32,64,32,4,16,2,22.55145568847656
dds,False,True,32,64,64,4,2,4,21.086448669433597
dds,False,True,32,64,128,2,2,2,inf
dds,False,True,32,128,8,2,8,2,58.4863525390625
dds,False,True,32,128,16,4,8,2,39.704345703125
dds,False,True,32,128,32,4,2,2,32.989443969726565
dds,False,True,32,128,64,4,8,4,31.92890930175781
dds,False,True,32,128,128,2,2,2,inf
dds,False,True,64,8,8,16,8,2,26.21756591796875
dds,False,True,64,8,16,8,4,4,16.323394775390625
dds,False,True,64,8,32,16,2,4,13.234153747558594
dds,False,True,64,8,64,2,2,2,inf
dds,False,True,64,8,128,2,2,2,inf
dds,False,True,64,16,8,8,4,2,23.53669128417969
dds,False,True,64,16,16,16,4,2,15.508131408691408
dds,False,True,64,16,32,8,16,4,13.336930847167968
dds,False,True,64,16,64,2,2,2,inf
dds,False,True,64,16,128,2,2,2,inf
dds,False,True,64,32,8,8,4,2,30.660494995117187
dds,False,True,64,32,16,8,16,2,18.16160888671875
dds,False,True,64,32,32,8,2,2,14.187823486328124
dds,False,True,64,32,64,2,2,2,inf
dds,False,True,64,32,128,2,2,2,inf
dds,False,True,64,64,8,4,16,2,35.908871459960935
dds,False,True,64,64,16,8,2,2,22.574208068847657
dds,False,True,64,64,32,8,8,2,16.651814270019532
dds,False,True,64,64,64,2,2,2,inf
dds,False,True,64,64,128,2,2,2,inf
dds,False,True,64,128,8,2,2,2,47.98629455566406
dds,False,True,64,128,16,4,2,2,29.4864501953125
dds,False,True,64,128,32,4,16,2,22.77893829345703
dds,False,True,64,128,64,2,2,2,inf
dds,False,True,64,128,128,2,2,2,inf
dds,False,True,128,8,8,16,2,4,26.28378295898437
dds,False,True,128,8,16,16,2,4,14.428512573242188
dds,False,True,128,8,32,2,2,2,inf
dds,False,True,128,8,64,2,2,2,inf
dds,False,True,128,8,128,2,2,2,inf
dds,False,True,128,16,8,16,4,2,21.152851867675786
dds,False,True,128,16,16,16,8,2,14.555728149414062
dds,False,True,128,16,32,2,2,2,inf
dds,False,True,128,16,64,2,2,2,inf
dds,False,True,128,16,128,2,2,2,inf
dds,False,True,128,32,8,8,4,2,29.437484741210938
dds,False,True,128,32,16,8,16,2,16.786746215820312
dds,False,True,128,32,32,2,2,2,inf
dds,False,True,128,32,64,2,2,2,inf
dds,False,True,128,32,128,2,2,2,inf
dds,False,True,128,64,8,4,2,2,35.015570068359374
dds,False,True,128,64,16,8,2,2,19.62778167724609
dds,False,True,128,64,32,2,2,2,inf
dds,False,True,128,64,64,2,2,2,inf
dds,False,True,128,64,128,2,2,2,inf
dds,False,True,128,128,8,2,2,2,inf
dds,False,True,128,128,16,2,2,2,inf
dds,False,True,128,128,32,2,2,2,inf
dds,False,True,128,128,64,2,2,2,inf
dds,False,True,128,128,128,2,2,2,inf
dds,True,False,8,8,8,2,2,2,85.9234619140625
dds,True,False,8,8,16,4,8,2,46.31357421875
dds,True,False,8,8,32,8,8,2,30.778073120117188
dds,True,False,8,8,64,4,8,8,29.98555908203125
dds,True,False,8,8,128,2,2,2,inf
dds,True,False,8,16,8,4,16,2,90.65723876953123
dds,True,False,8,16,16,2,4,2,45.50893249511719
dds,True,False,8,16,32,8,2,2,35.563201904296875
dds,True,False,8,16,64,8,16,4,32.1559814453125
dds,True,False,8,16,128,8,2,4,32.832516479492185
dds,True,False,8,32,8,2,16,2,89.41387939453125
dds,True,False,8,32,16,2,4,2,50.946450805664064
dds,True,False,8,32,32,2,2,4,38.40348815917969
dds,True,False,8,32,64,8,8,2,36.46643981933594
dds,True,False,8,32,128,8,16,2,36.96016235351563
dds,True,False,8,64,8,2,8,2,96.24725341796876
dds,True,False,8,64,16,2,2,2,49.09877014160156
dds,True,False,8,64,32,2,4,2,39.97953491210937
dds,True,False,8,64,64,2,4,2,38.450704956054686
dds,True,False,8,64,128,4,2,2,28.423953247070312
dds,True,False,8,128,8,2,16,2,97.62970581054688
dds,True,False,8,128,16,2,4,2,50.08351135253906
dds,True,False,8,128,32,2,16,2,42.19480895996094
dds,True,False,8,128,64,2,4,2,40.920501708984375
dds,True,False,8,128,128,2,2,2,inf
dds,True,False,16,8,8,4,8,2,53.02158203125
dds,True,False,16,8,16,4,8,2,26.3121826171875
dds,True,False,16,8,32,8,8,2,18.794140625
dds,True,False,16,8,64,8,2,4,16.877682495117188
dds,True,False,16,8,128,16,2,4,15.879420471191406
dds,True,False,16,16,8,2,4,2,47.39478454589844
dds,True,False,16,16,16,4,8,2,25.626373291015625
dds,True,False,16,16,32,4,4,2,20.6164794921875
dds,True,False,16,16,64,16,16,2,18.20005798339844
dds,True,False,16,16,128,16,4,2,18.098419189453125
dds,True,False,16,32,8,2,2,2,55.869049072265625
dds,True,False,16,32,16,4,4,2,29.0021240234375
dds,True,False,16,32,32,8,16,2,18.64588775634765
dds,True,False,16,32,64,8,4,2,19.498381042480467
dds,True,False,16,32,128,8,8,2,18.230441284179687
dds,True,False,16,64,8,2,2,2,54.580517578125
dds,True,False,16,64,16,4,8,2,28.303189086914063
dds,True,False,16,64,32,4,16,2,21.05837097167969
dds,True,False,16,64,64,4,16,2,19.862054443359376
dds,True,False,16,64,128,2,8,4,17.901318359375
dds,True,False,16,128,8,2,4,2,54.739007568359376
dds,True,False,16,128,16,2,8,2,32.546041870117186
dds,True,False,16,128,32,2,16,2,23.56947174072265
dds,True,False,16,128,64,4,2,2,21.99974365234375
dds,True,False,16,128,128,2,2,2,inf
dds,True,False,32,8,8,8,8,2,59.6756103515625
dds,True,False,32,8,16,8,8,2,22.40240936279297
dds,True,False,32,8,32,8,8,4,15.45
dds,True,False,32,8,64,8,2,8,13.239605712890626
dds,True,False,32,8,128,2,2,2,inf
dds,True,False,32,16,8,4,16,2,42.68543090820312
dds,True,False,32,16,16,8,4,2,22.36754608154297
dds,True,False,32,16,32,8,2,4,15.607037353515626
dds,True,False,32,16,64,8,2,4,13.975074768066406
dds,True,False,32,16,128,2,2,2,inf
dds,True,False,32,32,8,4,16,2,51.02578125
dds,True,False,32,32,16,8,4,2,26.00336608886719
dds,True,False,32,32,32,8,8,2,16.560348510742188
dds,True,False,32,32,64,8,4,2,14.603456115722656
dds,True,False,32,32,128,2,2,2,inf
dds,True,False,32,64,8,4,4,2,50.49428100585938
dds,True,False,32,64,16,8,2,2,28.138201904296874
dds,True,False,32,64,32,4,4,2,18.134669494628906
dds,True,False,32,64,64,8,4,2,14.894908142089845
dds,True,False,32,64,128,2,2,2,inf
dds,True,False,32,128,8,2,2,2,55.946539306640624
dds,True,False,32,128,16,4,16,2,30.93107299804688
dds,True,False,32,128,32,4,4,2,18.512527465820312
dds,True,False,32,128,64,4,2,2,15.689494323730468
dds,True,False,32,128,128,2,2,2,inf
dds,True,False,64,8,8,16,4,2,95.04129638671876
dds,True,False,64,8,16,8,4,4,30.25923156738281
dds,True,False,64,8,32,16,8,4,19.586994934082032
dds,True,False,64,8,64,2,2,2,inf
dds,True,False,64,8,128,2,2,2,inf
dds,True,False,64,16,8,8,4,2,58.078216552734375
dds,True,False,64,16,16,16,4,2,29.82334289550781
dds,True,False,64,16,32,8,16,4,19.79328308105469
dds,True,False,64,16,64,2,2,2,inf
dds,True,False,64,16,128,2,2,2,inf
dds,True,False,64,32,8,8,16,2,66.37091674804688
dds,True,False,64,32,16,8,16,2,34.887594604492186
dds,True,False,64,32,32,16,16,2,20.612745666503905
dds,True,False,64,32,64,2,2,2,inf
dds,True,False,64,32,128,2,2,2,inf
dds,True,False,64,64,8,8,2,2,67.04953002929688
dds,True,False,64,64,16,8,16,2,35.14598083496094
dds,True,False,64,64,32,8,8,2,21.04156494140625
dds,True,False,64,64,64,2,2,2,inf
dds,True,False,64,64,128,2,2,2,inf
dds,True,False,64,128,8,4,2,2,72.3403076171875
dds,True,False,64,128,16,4,4,2,37.190869140625
dds,True,False,64,128,32,8,2,2,22.02156219482422
dds,True,False,64,128,64,2,2,2,inf
dds,True,False,64,128,128,2,2,2,inf
dds,True,False,128,8,8,2,2,2,inf
dds,True,False,128,8,16,16,8,4,52.30179443359375
dds,True,False,128,8,32,2,2,2,inf
dds,True,False,128,8,64,2,2,2,inf
dds,True,False,128,8,128,2,2,2,inf
dds,True,False,128,16,8,16,8,2,95.9490966796875
dds,True,False,128,16,16,16,8,2,51.84322509765625
dds,True,False,128,16,32,2,2,2,inf
dds,True,False,128,16,64,2,2,2,inf
dds,True,False,128,16,128,2,2,2,inf
dds,True,False,128,32,8,8,16,2,105.0478271484375
dds,True,False,128,32,16,16,16,2,53.6555908203125
dds,True,False,128,32,32,2,2,2,inf
dds,True,False,128,32,64,2,2,2,inf
dds,True,False,128,32,128,2,2,2,inf
dds,True,False,128,64,8,4,4,2,106.87479248046876
dds,True,False,128,64,16,8,2,2,54.582958984375
dds,True,False,128,64,32,2,2,2,inf
dds,True,False,128,64,64,2,2,2,inf
dds,True,False,128,64,128,2,2,2,inf
dds,True,False,128,128,8,2,2,2,inf
dds,True,False,128,128,16,2,2,2,inf
dds,True,False,128,128,32,2,2,2,inf
dds,True,False,128,128,64,2,2,2,inf
dds,True,False,128,128,128,2,2,2,inf
dds,True,True,8,8,8,2,4,2,93.86426391601564
dds,True,True,8,8,16,2,4,4,62.9012451171875
dds,True,True,8,8,32,4,4,8,75.62587280273438
dds,True,True,8,8,64,4,4,16,85.3392333984375
dds,True,True,8,8,128,4,2,16,92.88526000976564
dds,True,True,8,16,8,2,4,2,79.35208740234376
dds,True,True,8,16,16,2,4,2,47.40335388183594
dds,True,True,8,16,32,8,16,2,49.03898620605469
dds,True,True,8,16,64,8,8,4,43.70534973144531
dds,True,True,8,16,128,2,16,16,41.79808044433594
dds,True,True,8,32,8,2,16,2,103.93631591796876
dds,True,True,8,32,16,2,16,2,52.19888305664063
dds,True,True,8,32,32,4,8,2,41.50272827148437
dds,True,True,8,32,64,4,8,2,39.83175354003906
dds,True,True,8,32,128,8,8,2,39.99073791503906
dds,True,True,8,64,8,2,4,2,144.64049072265624
dds,True,True,8,64,16,2,4,2,71.35440673828126
dds,True,True,8,64,32,4,2,2,58.09429931640625
dds,True,True,8,64,64,4,2,2,55.59429931640625
dds,True,True,8,64,128,4,16,2,54.93161010742188
dds,True,True,8,128,8,2,2,2,inf
dds,True,True,8,128,16,2,8,2,113.36585693359376
dds,True,True,8,128,32,2,16,2,102.328076171875
dds,True,True,8,128,64,2,4,2,99.2333984375
dds,True,True,8,128,128,2,2,2,inf
dds,True,True,16,8,8,4,2,2,55.75620727539062
dds,True,True,16,8,16,4,4,2,31.414694213867183
dds,True,True,16,8,32,8,4,4,43.36945495605469
dds,True,True,16,8,64,2,8,16,41.72640686035156
dds,True,True,16,8,128,4,4,16,48.80404052734375
dds,True,True,16,16,8,2,16,2,44.52323303222656
dds,True,True,16,16,16,4,16,2,27.96387023925781
dds,True,True,16,16,32,8,16,2,26.15814208984375
dds,True,True,16,16,64,16,8,2,21.87930908203125
dds,True,True,16,16,128,16,4,2,21.86894989013672
dds,True,True,16,32,8,2,2,2,57.255419921875
dds,True,True,16,32,16,4,4,2,34.42570190429687
dds,True,True,16,32,32,8,16,2,24.054620361328126
dds,True,True,16,32,64,8,16,2,22.852418518066408
dds,True,True,16,32,128,8,16,2,21.65142974853516
dds,True,True,16,64,8,2,4,2,67.79102783203125
dds,True,True,16,64,16,4,2,2,44.90336303710937
dds,True,True,16,64,32,8,2,2,35.3868896484375
dds,True,True,16,64,64,4,2,2,33.657223510742185
dds,True,True,16,64,128,4,2,4,32.798883056640626
dds,True,True,16,128,8,2,16,2,89.61912841796875
dds,True,True,16,128,16,4,8,2,68.82657470703126
dds,True,True,16,128,32,4,2,2,56.98488159179688
dds,True,True,16,128,64,4,2,2,53.906036376953125
dds,True,True,16,128,128,2,2,2,inf
dds,True,True,32,8,8,8,4,2,61.55089111328125
dds,True,True,32,8,16,8,2,2,24.22500457763672
dds,True,True,32,8,32,16,8,2,19.48570861816406
dds,True,True,32,8,64,16,2,2,19.49196472167969
dds,True,True,32,8,128,2,2,2,inf
dds,True,True,32,16,8,4,8,2,42.84806823730469
dds,True,True,32,16,16,8,2,2,23.67737274169922
dds,True,True,32,16,32,8,16,4,17.302281188964844
dds,True,True,32,16,64,8,4,4,15.770700073242187
dds,True,True,32,16,128,2,2,2,inf
dds,True,True,32,32,8,4,16,2,53.422998046875
dds,True,True,32,32,16,8,16,2,29.681704711914065
dds,True,True,32,32,32,8,8,2,20.000189208984374
dds,True,True,32,32,64,8,2,4,17.455282592773436
dds,True,True,32,32,128,2,2,2,inf
dds,True,True,32,64,8,4,8,2,58.26892700195312
dds,True,True,32,64,16,8,2,2,34.81661071777344
dds,True,True,32,64,32,8,8,2,26.6898193359375
dds,True,True,32,64,64,8,2,2,23.006997680664064
dds,True,True,32,64,128,2,2,2,inf
dds,True,True,32,128,8,4,2,2,71.09729614257813
dds,True,True,32,128,16,4,2,2,48.069085693359376
dds,True,True,32,128,32,4,16,2,36.78126525878906
dds,True,True,32,128,64,8,2,2,33.828955078125
dds,True,True,32,128,128,2,2,2,inf
dds,True,True,64,8,8,16,4,2,97.09566650390624
dds,True,True,64,8,16,8,8,4,31.19393920898437
dds,True,True,64,8,32,8,8,8,20.78213806152344
dds,True,True,64,8,64,2,2,2,inf
dds,True,True,64,8,128,2,2,2,inf
dds,True,True,64,16,8,8,8,2,58.19834594726562
dds,True,True,64,16,16,16,8,2,31.186398315429688
dds,True,True,64,16,32,8,4,4,20.88908233642578
dds,True,True,64,16,64,2,2,2,inf
dds,True,True,64,16,128,2,2,2,inf
dds,True,True,64,32,8,8,8,2,67.47835083007813
dds,True,True,64,32,16,16,8,2,36.777783203125
dds,True,True,64,32,32,16,8,2,22.203033447265625
dds,True,True,64,32,64,2,2,2,inf
dds,True,True,64,32,128,2,2,2,inf
dds,True,True,64,64,8,8,16,2,71.129345703125
dds,True,True,64,64,16,8,4,2,39.23030395507813
dds,True,True,64,64,32,8,4,2,25.64223022460937
dds,True,True,64,64,64,2,2,2,inf
dds,True,True,64,64,128,2,2,2,inf
dds,True,True,64,128,8,4,8,2,81.20865478515626
dds,True,True,64,128,16,4,2,2,46.47157287597656
dds,True,True,64,128,32,8,2,2,31.310092163085937
dds,True,True,64,128,64,2,2,2,inf
dds,True,True,64,128,128,2,2,2,inf
dds,True,True,128,8,8,2,2,2,inf
dds,True,True,128,8,16,16,2,4,52.752923583984376
dds,True,True,128,8,32,2,2,2,inf
dds,True,True,128,8,64,2,2,2,inf
dds,True,True,128,8,128,2,2,2,inf
dds,True,True,128,16,8,16,4,2,96.22736206054688
dds,True,True,128,16,16,16,4,2,51.95736083984375
dds,True,True,128,16,32,2,2,2,inf
dds,True,True,128,16,64,2,2,2,inf
dds,True,True,128,16,128,2,2,2,inf
dds,True,True,128,32,8,8,4,2,105.681982421875
dds,True,True,128,32,16,16,4,2,54.82050170898437
dds,True,True,128,32,32,2,2,2,inf
dds,True,True,128,32,64,2,2,2,inf
dds,True,True,128,32,128,2,2,2,inf
dds,True,True,128,64,8,4,16,2,108.55108642578124
dds,True,True,128,64,16,8,4,2,56.63348388671875
dds,True,True,128,64,32,2,2,2,inf
dds,True,True,128,64,64,2,2,2,inf
dds,True,True,128,64,128,2,2,2,inf
dds,True,True,128,128,8,2,2,2,inf
dds,True,True,128,128,16,2,2,2,inf
dds,True,True,128,128,32,2,2,2,inf
dds,True,True,128,128,64,2,2,2,inf
dds,True,True,128,128,128,2,2,2,inf
dsd,False,False,8,8,8,2,8,2,58.68651123046875
dsd,False,False,8,8,16,4,4,2,42.6728759765625
dsd,False,False,8,8,32,4,4,4,38.15791931152344
dsd,False,False,8,8,64,8,8,4,34.25900573730469
dsd,False,False,8,8,128,2,2,2,inf
dsd,False,False,8,16,8,2,4,2,50.28748474121094
dsd,False,False,8,16,16,4,16,2,39.87994384765625
dsd,False,False,8,16,32,4,8,4,32.09373474121094
dsd,False,False,8,16,64,4,2,4,33.66380615234375
dsd,False,False,8,16,128,8,2,4,32.56879577636719
dsd,False,False,8,32,8,2,8,2,54.3849609375
dsd,False,False,8,32,16,2,2,2,35.072271728515624
dsd,False,False,8,32,32,8,8,2,37.27109375
dsd,False,False,8,32,64,8,16,2,38.08072509765625
dsd,False,False,8,32,128,2,2,2,inf
dsd,False,False,8,64,8,2,4,2,53.181591796875
dsd,False,False,8,64,16,2,8,2,41.441680908203125
dsd,False,False,8,64,32,2,2,2,40.47706909179688
dsd,False,False,8,64,64,2,2,2,inf
dsd,False,False,8,64,128,2,2,2,inf
dsd,False,False,8,128,8,2,2,2,inf
dsd,False,False,8,128,16,2,2,2,39.33102111816406
dsd,False,False,8,128,32,2,2,2,inf
dsd,False,False,8,128,64,2,2,2,inf
dsd,False,False,8,128,128,2,2,2,inf
dsd,False,False,16,8,8,4,4,2,38.00410461425781
dsd,False,False,16,8,16,4,2,2,23.97266540527344
dsd,False,False,16,8,32,4,4,4,19.30738220214844
dsd,False,False,16,8,64,4,8,8,17.43036804199219
dsd,False,False,16,8,128,16,2,4,16.734518432617186
dsd,False,False,16,16,8,2,2,2,33.422088623046875
dsd,False,False,16,16,16,4,4,2,21.60905303955078
dsd,False,False,16,16,32,4,16,2,19.633290100097657
dsd,False,False,16,16,64,4,16,8,18.44384002685547
dsd,False,False,16,16,128,2,4,16,19.249530029296874
dsd,False,False,16,32,8,2,2,2,39.05540161132812
dsd,False,False,16,32,16,4,8,2,22.90558776855469
dsd,False,False,16,32,32,8,8,2,18.76983337402344
dsd,False,False,16,32,64,4,4,2,19.42920684814453
dsd,False,False,16,32,128,2,2,2,inf
dsd,False,False,16,64,8,2,8,2,38.244808959960935
dsd,False,False,16,64,16,4,4,2,24.67497863769531
dsd,False,False,16,64,32,2,2,2,21.384271240234376
dsd,False,False,16,64,64,2,2,2,inf
