mode,trans_A,trans_B,BM,BK,BN,TM,TK,TN,latency
dds,False,False,128,8,64,2,2,2,inf
dds,False,False,128,8,128,2,2,2,inf
dds,False,False,128,16,8,16,8,2,57.271295166015626
dds,False,False,128,16,16,16,4,2,28.65172424316406
dds,False,False,128,16,32,2,2,2,inf
dds,False,False,128,16,64,2,2,2,inf
dds,False,False,128,16,128,2,2,2,inf
dds,False,False,128,32,8,8,16,2,78.53148193359375
dds,False,False,128,32,16,8,8,2,42.23107299804688
dds,False,False,128,32,32,2,2,2,inf
dds,False,False,128,32,64,2,2,2,inf
dds,False,False,128,32,128,2,2,2,inf
dds,False,False,128,64,8,4,2,2,99.802197265625
dds,False,False,128,64,16,8,8,2,52.353125
dds,False,False,128,64,32,2,2,2,inf
dds,False,False,128,64,64,2,2,2,inf
dds,False,False,128,64,128,2,2,2,inf
dds,False,False,128,128,8,2,2,2,inf
dds,False,False,128,128,16,2,2,2,inf
dds,False,False,128,128,32,2,2,2,inf
dds,False,False,128,128,64,2,2,2,inf
dds,False,False,128,128,128,2,2,2,inf
dds,False,True,8,8,8,2,2,2,397.6466552734375
dds,False,True,8,8,16,2,4,8,267.2733154296875
dds,False,True,8,8,32,2,4,16,297.122412109375
dds,False,True,8,8,64,8,2,8,310.2191650390625
dds,False,True,8,8,128,8,4,8,113.92952880859374
dds,False,True,8,16,8,2,2,2,205.70625
dds,False,True,8,16,16,2,16,4,155.09473876953126
dds,False,True,8,16,32,8,4,2,120.915966796875
dds,False,True,8,16,64,8,8,4,187.51968994140623
dds,False,True,8,16,128,4,4,16,205.458935546875
dds,False,True,8,32,8,2,8,2,263.9460205078125
dds,False,True,8,32,16,2,2,2,139.62332763671876
dds,False,True,8,32,32,4,16,2,140.8869384765625
dds,False,True,8,32,64,4,4,2,112.25426025390624
dds,False,True,8,32,128,8,4,2,140.99168701171874
dds,False,True,8,64,8,2,4,2,378.4112060546875
dds,False,True,8,64,16,2,16,2,185.98646240234376
dds,False,True,8,64,32,4,16,2,157.18707275390625
dds,False,True,8,64,64,4,16,2,155.3437744140625
dds,False,True,8,64,128,4,2,2,157.50615234375
dds,False,True,8,128,8,2,2,2,inf
dds,False,True,8,128,16,2,16,2,308.24130859375
dds,False,True,8,128,32,2,2,2,287.0211669921875
dds,False,True,8,128,64,2,2,2,282.979833984375
dds,False,True,8,128,128,2,2,2,inf
dds,False,True,16,8,8,4,2,2,200.21104736328124
dds,False,True,16,8,16,2,8,4,196.3701293945313
dds,False,True,16,8,32,2,8,16,199.3069580078125
dds,False,True,16,8,64,2,8,16,146.78487548828124
dds,False,True,16,8,128,16,8,8,124.33868408203124
dds,False,True,16,16,8,2,8,2,102.47249755859374
dds,False,True,16,16,16,4,8,4,101.76768188476562
dds,False,True,16,16,32,16,16,2,95.5430908203125
dds,False,True,16,16,64,4,2,16,101.10484619140624
dds,False,True,16,16,128,4,4,8,76.63267822265625
dds,False,True,16,32,8,2,2,2,122.96375732421876
dds,False,True,16,32,16,4,2,2,81.21199340820313
dds,False,True,16,32,32,8,16,2,62.187310791015626
dds,False,True,16,32,64,4,16,2,69.6859619140625
dds,False,True,16,32,128,4,4,4,57.88958740234375
dds,False,True,16,64,8,2,2,2,164.5559814453125
dds,False,True,16,64,16,4,8,2,115.05264892578126
dds,False,True,16,64,32,8,16,2,95.08392944335938
dds,False,True,16,64,64,8,2,2,90.81487426757812
dds,False,True,16,64,128,4,4,4,89.23197631835937
dds,False,True,16,128,8,2,8,2,238.734326171875
dds,False,True,16,128,16,4,2,2,186.3947265625
dds,False,True,16,128,32,4,2,2,157.79359130859376
dds,False,True,16,128,64,4,2,2,152.9038818359375
dds,False,True,16,128,128,2,2,2,inf
dds,False,True,32,8,8,4,2,4,103.8098388671875
dds,False,True,32,8,16,2,8,16,87.20722045898438
dds,False,True,32,8,32,2,2,16,46.59742736816406
dds,False,True,32,8,64,16,8,4,96.6781982421875
dds,False,True,32,8,128,2,2,2,inf
dds,False,True,32,16,8,4,2,2,63.67701416015625
dds,False,True,32,16,16,8,8,2,51.837823486328126
dds,False,True,32,16,32,2,8,16,49.586892700195314
dds,False,True,32,16,64,2,2,8,47.16410827636719
dds,False,True,32,16,128,2,2,2,inf
dds,False,True,32,32,8,4,2,2,94.58953247070312
dds,False,True,32,32,16,8,2,2,59.1730712890625
dds,False,True,32,32,32,16,8,2,44.52433776855469
dds,False,True,32,32,64,8,2,4,38.19192199707031
dds,False,True,32,32,128,2,2,2,inf
dds,False,True,32,64,8,4,4,2,116.1966552734375
dds,False,True,32,64,16,8,8,2,78.77529296875
dds,False,True,32,64,32,8,16,2,60.08504028320313
dds,False,True,32,64,64,4,16,4,56.33953857421875
dds,False,True,32,64,128,2,2,2,inf
dds,False,True,32,128,8,2,2,2,180.709375
dds,False,True,32,128,16,4,8,2,118.262158203125
dds,False,True,32,128,32,4,16,2,97.29157104492188
dds,False,True,32,128,64,4,8,4,88.31262817382813
dds,False,True,32,128,128,2,2,2,inf
dds,False,True,64,8,8,8,2,4,65.49246215820312
dds,False,True,64,8,16,2,4,16,48.14632873535156
dds,False,True,64,8,32,2,4,16,52.657666015625
dds,False,True,64,8,64,2,2,2,inf
dds,False,True,64,8,128,2,2,2,inf
dds,False,True,64,16,8,8,8,2,51.87501831054688
dds,False,True,64,16,16,16,4,2,32.64102478027344
dds,False,True,64,16,32,16,16,2,29.38050537109375
dds,False,True,64,16,64,2,2,2,inf
dds,False,True,64,16,128,2,2,2,inf
dds,False,True,64,32,8,8,4,2,84.91397094726562
dds,False,True,64,32,16,16,16,2,49.67843933105469
dds,False,True,64,32,32,8,16,4,35.14662475585938
dds,False,True,64,32,64,2,2,2,inf
dds,False,True,64,32,128,2,2,2,inf
dds,False,True,64,64,8,4,16,2,99.67421264648438
dds,False,True,64,64,16,8,2,2,65.002392578125
dds,False,True,64,64,32,16,4,2,45.50236206054687
dds,False,True,64,64,64,2,2,2,inf
dds,False,True,64,64,128,2,2,2,inf
dds,False,True,64,128,8,4,8,2,164.678125
dds,False,True,64,128,16,4,8,2,91.44155883789062
dds,False,True,64,128,32,8,8,2,62.4695068359375
dds,False,True,64,128,64,2,2,2,inf
dds,False,True,64,128,128,2,2,2,inf
dds,False,True,128,8,8,16,2,4,62.599884033203125
dds,False,True,128,8,16,16,8,4,32.633242797851565
dds,False,True,128,8,32,2,2,2,inf
dds,False,True,128,8,64,2,2,2,inf
dds,False,True,128,8,128,2,2,2,inf
dds,False,True,128,16,8,16,2,2,47.714697265625
dds,False,True,128,16,16,16,8,2,29.39852905273437
dds,False,True,128,16,32,2,2,2,inf
dds,False,True,128,16,64,2,2,2,inf
dds,False,True,128,16,128,2,2,2,inf
dds,False,True,128,32,8,8,8,2,84.24837036132813
dds,False,True,128,32,16,16,4,2,45.77205810546875
dds,False,True,128,32,32,2,2,2,inf
dds,False,True,128,32,64,2,2,2,inf
dds,False,True,128,32,128,2,2,2,inf
dds,False,True,128,64,8,4,16,4,112.75662841796876
dds,False,True,128,64,16,8,16,2,60.74285888671875
dds,False,True,128,64,32,2,2,2,inf
dds,False,True,128,64,64,2,2,2,inf
dds,False,True,128,64,128,2,2,2,inf
dds,False,True,128,128,8,2,2,2,inf
dds,False,True,128,128,16,2,2,2,inf
dds,False,True,128,128,32,2,2,2,inf
dds,False,True,128,128,64,2,2,2,inf
dds,False,True,128,128,128,2,2,2,inf
dds,True,False,8,8,8,2,2,2,364.7280029296875
dds,True,False,8,8,16,4,8,4,196.1740234375
dds,True,False,8,8,32,2,4,8,137.6901123046875
dds,True,False,8,8,64,2,2,16,131.92947998046876
dds,True,False,8,8,128,2,2,2,inf
dds,True,False,8,16,8,2,8,2,351.3238525390625
dds,True,False,8,16,16,2,4,2,193.1760620117188
dds,True,False,8,16,32,2,8,8,136.7863037109375
dds,True,False,8,16,64,8,4,2,139.0878662109375
dds,True,False,8,16,128,4,16,8,138.1424072265625
dds,True,False,8,32,8,2,2,2,349.33310546875
dds,True,False,8,32,16,4,2,2,189.50655517578124
dds,True,False,8,32,32,2,4,4,140.9553466796875
dds,True,False,8,32,64,4,2,2,140.61055908203124
dds,True,False,8,32,128,8,4,4,135.57197265625
dds,True,False,8,64,8,2,16,2,352.42158203125
dds,True,False,8,64,16,2,8,2,191.4159912109375
dds,True,False,8,64,32,2,16,2,141.60804443359376
dds,True,False,8,64,64,2,8,2,140.1777099609375
dds,True,False,8,64,128,4,8,2,138.94029541015624
dds,True,False,8,128,8,2,16,2,345.75576171875
dds,True,False,8,128,16,2,4,2,195.1240234375
dds,True,False,8,128,32,2,2,2,141.89752197265625
dds,True,False,8,128,64,2,16,2,138.83187255859374
dds,True,False,8,128,128,2,2,2,inf
dds,True,False,16,8,8,4,4,2,184.3178466796875
dds,True,False,16,8,16,2,2,4,97.78770141601562
dds,True,False,16,8,32,2,2,8,66.57802124023438
dds,True,False,16,8,64,2,8,16,59.66036987304688
dds,True,False,16,8,128,4,4,16,67.42958374023438
dds,True,False,16,16,8,2,8,2,175.861865234375
dds,True,False,16,16,16,8,4,2,93.49168701171877
dds,True,False,16,16,32,2,2,8,63.482470703125
dds,True,False,16,16,64,16,16,2,70.76022338867188
dds,True,False,16,16,128,16,4,2,69.24093627929688
dds,True,False,16,32,8,2,8,2,169.58443603515624
dds,True,False,16,32,16,2,8,4,90.878564453125
dds,True,False,16,32,32,2,16,4,69.61937255859375
dds,True,False,16,32,64,2,8,4,70.58042602539062
dds,True,False,16,32,128,2,16,8,71.03016967773438
dds,True,False,16,64,8,2,4,2,170.38345947265626
dds,True,False,16,64,16,4,4,2,92.02206420898438
dds,True,False,16,64,32,2,16,2,72.21043090820312
dds,True,False,16,64,64,2,8,2,72.28897094726562
dds,True,False,16,64,128,2,8,4,70.91937255859375
dds,True,False,16,128,8,2,2,2,150.3752197265625
dds,True,False,16,128,16,2,8,2,93.9304931640625
dds,True,False,16,128,32,2,8,2,72.27095336914063
dds,True,False,16,128,64,2,2,2,70.86336059570313
dds,True,False,16,128,128,2,2,2,inf
dds,True,False,32,8,8,8,2,2,171.532666015625
dds,True,False,32,8,16,8,8,2,60.76968994140625
dds,True,False,32,8,32,8,4,4,38.84349365234375
dds,True,False,32,8,64,4,8,16,34.237945556640625
dds,True,False,32,8,128,2,2,2,inf
dds,True,False,32,16,8,4,16,2,104.82421875
dds,True,False,32,16,16,8,16,2,58.68594970703125
dds,True,False,32,16,32,8,4,4,38.49779052734375
dds,True,False,32,16,64,4,16,16,36.58433532714844
dds,True,False,32,16,128,2,2,2,inf
dds,True,False,32,32,8,4,8,2,131.81746826171874
dds,True,False,32,32,16,8,8,2,67.30023803710938
dds,True,False,32,32,32,8,4,4,42.1317626953125
dds,True,False,32,32,64,4,4,4,36.757080078125
dds,True,False,32,32,128,2,2,2,inf
dds,True,False,32,64,8,4,16,2,131.2527099609375
dds,True,False,32,64,16,8,2,2,69.99695434570313
dds,True,False,32,64,32,8,8,2,45.15665893554687
dds,True,False,32,64,64,4,8,4,37.94001770019531
dds,True,False,32,64,128,2,2,2,inf
dds,True,False,32,128,8,2,2,2,149.5387939453125
dds,True,False,32,128,16,4,16,2,77.89833374023438
dds,True,False,32,128,32,4,8,2,50.59368896484375
dds,True,False,32,128,64,4,2,2,42.87426452636719
dds,True,False,32,128,128,2,2,2,inf
dds,True,False,64,8,8,8,8,4,272.1482666015625
dds,True,False,64,8,16,8,8,4,78.639306640625
dds,True,False,64,8,32,8,2,8,45.4640625
dds,True,False,64,8,64,2,2,2,inf
dds,True,False,64,8,128,2,2,2,inf
dds,True,False,64,16,8,8,2,2,152.18533935546876
dds,True,False,64,16,16,16,4,2,79.01703491210938
dds,True,False,64,16,32,8,2,8,48.4632568359375
dds,True,False,64,16,64,2,2,2,inf
dds,True,False,64,16,128,2,2,2,inf
dds,True,False,64,32,8,8,8,2,180.0457275390625
dds,True,False,64,32,16,16,16,2,92.72125244140624
dds,True,False,64,32,32,16,4,2,51.453643798828125
dds,True,False,64,32,64,2,2,2,inf
dds,True,False,64,32,128,2,2,2,inf
dds,True,False,64,64,8,8,8,2,184.9154541015625
dds,True,False,64,64,16,8,4,2,97.60112915039062
dds,True,False,64,64,32,8,4,2,54.843597412109375
dds,True,False,64,64,64,2,2,2,inf
dds,True,False,64,64,128,2,2,2,inf
dds,True,False,64,128,8,4,4,2,198.31817626953125
dds,True,False,64,128,16,4,2,2,104.98519287109374
dds,True,False,64,128,32,8,2,2,57.97058715820312
dds,True,False,64,128,64,2,2,2,inf
dds,True,False,64,128,128,2,2,2,inf
dds,True,False,128,8,8,2,2,2,inf
dds,True,False,128,8,16,8,2,8,132.52567138671876
dds,True,False,128,8,32,2,2,2,inf
dds,True,False,128,8,64,2,2,2,inf
dds,True,False,128,8,128,2,2,2,inf
dds,True,False,128,16,8,16,8,2,264.026416015625
dds,True,False,128,16,16,16,4,2,136.8701904296875
dds,True,False,128,16,32,2,2,2,inf
dds,True,False,128,16,64,2,2,2,inf
dds,True,False,128,16,128,2,2,2,inf
dds,True,False,128,32,8,8,8,2,294.5623779296875
dds,True,False,128,32,16,16,4,2,149.01636962890626
dds,True,False,128,32,32,2,2,2,inf
dds,True,False,128,32,64,2,2,2,inf
dds,True,False,128,32,128,2,2,2,inf
dds,True,False,128,64,8,8,8,2,304.08681640625
dds,True,False,128,64,16,8,16,2,155.3440673828125
dds,True,False,128,64,32,2,2,2,inf
dds,True,False,128,64,64,2,2,2,inf
dds,True,False,128,64,128,2,2,2,inf
dds,True,False,128,128,8,2,2,2,inf
dds,True,False,128,128,16,2,2,2,inf
dds,True,False,128,128,32,2,2,2,inf
dds,True,False,128,128,64,2,2,2,inf
dds,True,False,128,128,128,2,2,2,inf
dds,True,True,8,8,8,2,2,2,399.963330078125
dds,True,True,8,8,16,2,4,8,406.4051025390625
dds,True,True,8,8,32,2,2,16,314.0001708984375
dds,True,True,8,8,64,8,2,8,292.6605224609375
dds,True,True,8,8,128,8,4,8,320.0722900390625
dds,True,True,8,16,8,2,2,2,208.4537109375
dds,True,True,8,16,16,2,8,4,209.2707763671875
dds,True,True,8,16,32,8,4,2,193.5134765625
dds,True,True,8,16,64,2,8,16,213.47880859375
dds,True,True,8,16,128,4,8,16,224.5900390625
dds,True,True,8,32,8,2,16,2,273.5004638671875
dds,True,True,8,32,16,2,4,2,140.41446533203126
dds,True,True,8,32,32,4,16,2,141.41317138671874
dds,True,True,8,32,64,2,16,4,105.32105712890623
dds,True,True,8,32,128,8,4,2,141.51424560546874
dds,True,True,8,64,8,2,2,2,386.3058349609375
dds,True,True,8,64,16,2,2,2,192.13475341796877
dds,True,True,8,64,32,4,2,2,159.93128662109376
dds,True,True,8,64,64,4,8,2,156.082666015625
dds,True,True,8,64,128,4,2,2,159.44642333984376
dds,True,True,8,128,8,2,2,2,inf
dds,True,True,8,128,16,2,8,2,310.764306640625
dds,True,True,8,128,32,2,2,2,290.8535888671875
dds,True,True,8,128,64,2,2,2,286.5373291015625
dds,True,True,8,128,128,2,2,2,inf
dds,True,True,16,8,8,4,8,2,201.5918090820313
dds,True,True,16,8,16,2,4,8,201.9950439453125
dds,True,True,16,8,32,2,4,16,104.681982421875
dds,True,True,16,8,64,2,2,16,184.5109619140625
dds,True,True,16,8,128,16,2,8,167.90589599609376
dds,True,True,16,16,8,2,2,2,109.98385009765624
dds,True,True,16,16,16,4,16,2,105.0525634765625
dds,True,True,16,16,32,2,2,8,75.39658813476562
dds,True,True,16,16,64,4,2,16,103.42451171875
dds,True,True,16,16,128,4,4,8,86.31336669921875
dds,True,True,16,32,8,2,2,2,144.20714111328124
dds,True,True,16,32,16,4,16,2,89.20360107421875
dds,True,True,16,32,32,8,2,2,70.08348388671875
dds,True,True,16,32,64,4,16,2,70.05478515625
dds,True,True,16,32,128,4,8,4,57.00474853515625
dds,True,True,16,64,8,2,4,2,175.2057861328125
dds,True,True,16,64,16,4,4,2,118.56875
dds,True,True,16,64,32,8,16,2,97.03975830078124
dds,True,True,16,64,64,4,2,4,92.81841430664062
dds,True,True,16,64,128,4,2,4,90.65912475585938
dds,True,True,16,128,8,2,16,2,243.5973876953125
dds,True,True,16,128,16,4,16,2,182.8135986328125
dds,True,True,16,128,32,4,2,2,157.23704833984374
dds,True,True,16,128,64,4,16,2,154.74503173828126
dds,True,True,16,128,128,2,2,2,inf
dds,True,True,32,8,8,8,8,2,175.79775390625
dds,True,True,32,8,16,2,2,8,95.48892211914062
dds,True,True,32,8,32,2,2,16,79.95289306640625
dds,True,True,32,8,64,4,8,16,95.31821899414062
dds,True,True,32,8,128,2,2,2,inf
dds,True,True,32,16,8,4,16,2,109.945654296875
dds,True,True,32,16,16,8,2,2,63.509710693359374
dds,True,True,32,16,32,4,4,8,46.339776611328126
dds,True,True,32,16,64,8,2,2,43.942501831054685
dds,True,True,32,16,128,2,2,2,inf
dds,True,True,32,32,8,4,2,2,144.12000732421876
dds,True,True,32,32,16,8,16,2,81.15087280273437
dds,True,True,32,32,32,16,16,2,52.22266845703125
dds,True,True,32,32,64,8,4,4,41.66102905273438
dds,True,True,32,32,128,2,2,2,inf
dds,True,True,32,64,8,4,2,2,158.60653076171874
dds,True,True,32,64,16,8,8,2,97.88969116210936
dds,True,True,32,64,32,8,8,2,70.4606201171875
dds,True,True,32,64,64,4,16,4,60.7115234375
dds,True,True,32,64,128,2,2,2,inf
dds,True,True,32,128,8,4,4,2,197.12603759765625
dds,True,True,32,128,16,4,4,2,132.664111328125
dds,True,True,32,128,32,4,2,2,105.73443603515624
dds,True,True,32,128,64,4,4,4,92.85127563476564
dds,True,True,32,128,128,2,2,2,inf
dds,True,True,64,8,8,8,2,4,273.481103515625
dds,True,True,64,8,16,8,8,4,80.97750854492188
dds,True,True,64,8,32,8,2,4,51.42496337890625
dds,True,True,64,8,64,2,2,2,inf
dds,True,True,64,8,128,2,2,2,inf
dds,True,True,64,16,8,8,2,2,155.27698974609376
dds,True,True,64,16,16,16,16,2,81.091162109375
dds,True,True,64,16,32,8,8,4,50.919525146484375
dds,True,True,64,16,64,2,2,2,inf
dds,True,True,64,16,128,2,2,2,inf
dds,True,True,64,32,8,8,16,2,186.0886474609375
dds,True,True,64,32,16,16,8,2,98.43384399414064
dds,True,True,64,32,32,16,4,2,58.27532958984375
dds,True,True,64,32,64,2,2,2,inf
dds,True,True,64,32,128,2,2,2,inf
dds,True,True,64,64,8,4,4,2,200.7953369140625
dds,True,True,64,64,16,8,16,2,112.19527587890624
dds,True,True,64,64,32,16,16,2,69.02579345703126
dds,True,True,64,64,64,2,2,2,inf
dds,True,True,64,64,128,2,2,2,inf
dds,True,True,64,128,8,4,4,2,226.6389404296875
dds,True,True,64,128,16,4,8,2,133.59820556640625
dds,True,True,64,128,32,8,8,2,85.59329223632812
dds,True,True,64,128,64,2,2,2,inf
dds,True,True,64,128,128,2,2,2,inf
dds,True,True,128,8,8,2,2,2,inf
dds,True,True,128,8,16,8,2,8,131.95755615234376
dds,True,True,128,8,32,2,2,2,inf
dds,True,True,128,8,64,2,2,2,inf
dds,True,True,128,8,128,2,2,2,inf
dds,True,True,128,16,8,16,4,2,264.8448974609375
dds,True,True,128,16,16,8,16,4,138.47879638671876
dds,True,True,128,16,32,2,2,2,inf
dds,True,True,128,16,64,2,2,2,inf
dds,True,True,128,16,128,2,2,2,inf
dds,True,True,128,32,8,16,16,2,297.62099609375
dds,True,True,128,32,16,16,16,2,152.25159912109376
dds,True,True,128,32,32,2,2,2,inf
dds,True,True,128,32,64,2,2,2,inf
dds,True,True,128,32,128,2,2,2,inf
dds,True,True,128,64,8,8,16,2,310.376025390625
dds,True,True,128,64,16,8,8,2,161.4609375
dds,True,True,128,64,32,2,2,2,inf
dds,True,True,128,64,64,2,2,2,inf
dds,True,True,128,64,128,2,2,2,inf
dds,True,True,128,128,8,2,2,2,inf
dds,True,True,128,128,16,2,2,2,inf
dds,True,True,128,128,32,2,2,2,inf
dds,True,True,128,128,64,2,2,2,inf
dds,True,True,128,128,128,2,2,2,inf
dsd,False,False,8,8,8,2,2,2,191.5309936523437
dsd,False,False,8,8,16,4,4,2,142.9000244140625
dsd,False,False,8,8,32,2,4,8,139.456103515625
dsd,False,False,8,8,64,2,2,16,135.39779052734374
dsd,False,False,8,8,128,2,2,2,inf
dsd,False,False,8,16,8,2,8,2,159.67723388671874
dsd,False,False,8,16,16,2,2,2,141.12962646484374
dsd,False,False,8,16,32,2,16,4,137.17186279296874
dsd,False,False,8,16,64,8,16,4,138.9296630859375
dsd,False,False,8,16,128,2,2,16,137.25614013671876
dsd,False,False,8,32,8,2,16,2,165.84366455078126
dsd,False,False,8,32,16,2,16,2,141.4387451171875
dsd,False,False,8,32,32,8,8,2,141.15389404296874
dsd,False,False,8,32,64,2,8,4,140.5824951171875
dsd,False,False,8,32,128,2,2,2,inf
dsd,False,False,8,64,8,2,2,2,163.56669921875
dsd,False,False,8,64,16,2,8,2,140.79385986328126
dsd,False,False,8,64,32,4,4,2,141.07493896484374
dsd,False,False,8,64,64,2,2,2,inf
dsd,False,False,8,64,128,2,2,2,inf
dsd,False,False,8,128,8,2,2,2,inf
dsd,False,False,8,128,16,2,2,2,140.94683837890625
dsd,False,False,8,128,32,2,2,2,inf
dsd,False,False,8,128,64,2,2,2,inf
dsd,False,False,8,128,128,2,2,2,inf
dsd,False,False,16,8,8,4,2,2,109.829833984375
dsd,False,False,16,8,16,2,2,4,67.8739990234375
dsd,False,False,16,8,32,2,2,8,67.15709228515625
dsd,False,False,16,8,64,2,2,16,59.45750122070312
dsd,False,False,16,8,128,16,2,4,68.67128295898438
dsd,False,False,16,16,8,2,2,2,82.72291870117188
dsd,False,False,16,16,16,2,8,4,71.8519287109375
dsd,False,False,16,16,32,2,4,8,66.51893920898438
dsd,False,False,16,16,64,16,2,2,70.88312377929688
dsd,False,False,16,16,128,16,4,2,68.99373779296874
dsd,False,False,16,32,8,2,4,2,99.39988403320312
dsd,False,False,16,32,16,4,16,2,72.16117553710937
dsd,False,False,16,32,32,8,4,2,67.4820068359375
dsd,False,False,16,32,64,2,2,4,71.96723022460938
dsd,False,False,16,32,128,2,2,2,inf
dsd,False,False,16,64,8,2,2,2,97.66973266601562
dsd,False,False,16,64,16,2,4,2,72.28272705078125
dsd,False,False,16,64,32,2,2,2,72.5897216796875
dsd,False,False,16,64,64,2,2,2,inf
dsd,False,False,16,64,128,2,2,2,inf
dsd,False,False,16,128,8,2,8,2,117.42637939453124
