mode,trans_A,trans_B,BM,BK,BN,TM,TK,TN,latency
dds,False,False,16,64,128,4,16,4,24.464175415039065
dds,False,False,16,128,8,2,2,2,79.0888916015625
dds,False,False,16,128,16,4,2,2,42.49003295898437
dds,False,False,16,128,32,4,8,2,32.81447143554688
dds,False,False,16,128,64,4,2,2,30.41606750488281
dds,False,False,16,128,128,2,2,2,inf
dds,False,False,32,8,8,8,2,2,52.80548706054688
dds,False,False,32,8,16,4,2,4,31.57626953125
dds,False,False,32,8,32,8,8,4,19.97953948974609
dds,False,False,32,8,64,16,4,4,15.821974182128908
dds,False,False,32,8,128,2,2,2,inf
dds,False,False,32,16,8,4,2,2,51.09674377441407
dds,False,False,32,16,16,8,4,2,27.853668212890625
dds,False,False,32,16,32,8,16,4,18.36992645263672
dds,False,False,32,16,64,8,8,8,15.766653442382813
dds,False,False,32,16,128,2,2,2,inf
dds,False,False,32,32,8,4,2,2,59.74097900390625
dds,False,False,32,32,16,8,4,2,32.705108642578125
dds,False,False,32,32,32,16,16,2,19.0359619140625
dds,False,False,32,32,64,8,2,4,16.518963623046876
dds,False,False,32,32,128,2,2,2,inf
dds,False,False,32,64,8,4,2,2,60.2196533203125
dds,False,False,32,64,16,8,2,2,32.974847412109376
dds,False,False,32,64,32,16,4,2,20.70876159667969
dds,False,False,32,64,64,4,16,4,19.525535583496094
dds,False,False,32,64,128,2,2,2,inf
dds,False,False,32,128,8,4,16,2,60.68859252929688
dds,False,False,32,128,16,4,2,2,37.68844909667969
dds,False,False,32,128,32,4,16,2,25.16766662597656
dds,False,False,32,128,64,8,4,2,21.745401000976564
dds,False,False,32,128,128,2,2,2,inf
dds,False,False,64,8,8,16,2,2,45.05986328125
dds,False,False,64,8,16,8,2,4,25.698541259765623
dds,False,False,64,8,32,8,4,8,17.289830017089844
dds,False,False,64,8,64,2,2,2,inf
dds,False,False,64,8,128,2,2,2,inf
dds,False,False,64,16,8,8,2,2,41.67466735839844
dds,False,False,64,16,16,16,16,2,22.591337585449217
dds,False,False,64,16,32,16,8,4,15.5552001953125
dds,False,False,64,16,64,2,2,2,inf
dds,False,False,64,16,128,2,2,2,inf
dds,False,False,64,32,8,8,2,2,52.57105712890625
dds,False,False,64,32,16,16,16,2,27.855935668945317
dds,False,False,64,32,32,16,2,2,17.336764526367187
dds,False,False,64,32,64,2,2,2,inf
dds,False,False,64,32,128,2,2,2,inf
dds,False,False,64,64,8,8,16,2,51.7627197265625
dds,False,False,64,64,16,16,8,2,29.431808471679688
dds,False,False,64,64,32,8,4,2,19.314483642578125
dds,False,False,64,64,64,2,2,2,inf
dds,False,False,64,64,128,2,2,2,inf
dds,False,False,64,128,8,2,2,2,73.40010375976563
dds,False,False,64,128,16,4,2,2,38.94587097167969
dds,False,False,64,128,32,8,4,2,22.064947509765624
dds,False,False,64,128,64,2,2,2,inf
dds,False,False,64,128,128,2,2,2,inf
dds,False,False,128,8,8,16,2,4,41.38941650390625
dds,False,False,128,8,16,16,2,4,22.06685485839844
dds,False,False,128,8,32,2,2,2,inf
dds,False,False,128,8,64,2,2,2,inf
dds,False,False,128,8,128,2,2,2,inf
dds,False,False,128,16,8,16,2,2,37.3514892578125
dds,False,False,128,16,16,16,8,4,21.61268768310547
dds,False,False,128,16,32,2,2,2,inf
dds,False,False,128,16,64,2,2,2,inf
dds,False,False,128,16,128,2,2,2,inf
dds,False,False,128,32,8,16,16,2,48.12799987792969
dds,False,False,128,32,16,16,2,2,27.00267639160156
dds,False,False,128,32,32,2,2,2,inf
dds,False,False,128,32,64,2,2,2,inf
dds,False,False,128,32,128,2,2,2,inf
dds,False,False,128,64,8,4,16,4,60.2175048828125
dds,False,False,128,64,16,8,2,2,32.68710021972656
dds,False,False,128,64,32,2,2,2,inf
dds,False,False,128,64,64,2,2,2,inf
dds,False,False,128,64,128,2,2,2,inf
dds,False,False,128,128,8,2,2,2,inf
dds,False,False,128,128,16,2,2,2,inf
dds,False,False,128,128,32,2,2,2,inf
dds,False,False,128,128,64,2,2,2,inf
dds,False,False,128,128,128,2,2,2,inf
dds,False,True,8,8,8,2,2,2,116.650390625
dds,False,True,8,8,16,4,8,2,96.10188598632811
dds,False,True,8,8,32,2,4,8,99.15728759765624
dds,False,True,8,8,64,2,4,16,141.58489990234375
dds,False,True,8,8,128,8,2,16,194.570849609375
dds,False,True,8,16,8,2,2,2,119.985302734375
dds,False,True,8,16,16,2,2,2,90.74093627929688
dds,False,True,8,16,32,8,16,2,83.85215454101562
dds,False,True,8,16,64,8,16,4,80.86709594726562
dds,False,True,8,16,128,2,4,16,79.41593017578126
dds,False,True,8,32,8,2,2,2,155.47176513671874
dds,False,True,8,32,16,2,4,2,83.863671875
dds,False,True,8,32,32,4,8,2,64.37730102539062
dds,False,True,8,32,64,4,8,4,59.86529541015625
dds,False,True,8,32,128,8,4,4,60.0380615234375
dds,False,True,8,64,8,2,2,2,220.03232421875
dds,False,True,8,64,16,2,2,2,113.5142578125
dds,False,True,8,64,32,4,8,2,95.73397827148438
dds,False,True,8,64,64,8,4,2,92.929345703125
dds,False,True,8,64,128,4,8,2,95.42840576171876
dds,False,True,8,128,8,2,2,2,inf
dds,False,True,8,128,16,2,4,2,180.6630615234375
dds,False,True,8,128,32,4,16,2,165.9755615234375
dds,False,True,8,128,64,4,8,2,171.0952392578125
dds,False,True,8,128,128,2,2,2,inf
dds,False,True,16,8,8,4,2,2,74.5037109375
dds,False,True,16,8,16,4,8,2,50.4748046875
dds,False,True,16,8,32,2,2,8,50.283041381835936
dds,False,True,16,8,64,2,4,16,57.63734741210938
dds,False,True,16,8,128,8,4,16,81.13134155273437
dds,False,True,16,16,8,2,2,2,66.37405395507812
dds,False,True,16,16,16,4,16,2,46.44863586425781
dds,False,True,16,16,32,4,4,4,42.01728515625
dds,False,True,16,16,64,4,8,8,35.7154541015625
dds,False,True,16,16,128,4,2,16,40.30254821777344
dds,False,True,16,32,8,2,2,2,82.6472412109375
dds,False,True,16,32,16,4,8,2,53.80067138671875
dds,False,True,16,32,32,8,8,2,38.530355834960936
dds,False,True,16,32,64,8,2,4,34.18015747070312
dds,False,True,16,32,128,8,8,4,33.76231384277344
dds,False,True,16,64,8,2,2,2,96.83884887695312
dds,False,True,16,64,16,4,2,2,68.49608154296875
dds,False,True,16,64,32,8,4,2,55.22697143554687
dds,False,True,16,64,64,8,2,2,53.000177001953126
dds,False,True,16,64,128,8,16,2,52.92344360351562
dds,False,True,16,128,8,2,4,2,130.4015380859375
dds,False,True,16,128,16,4,16,2,105.049951171875
dds,False,True,16,128,32,4,16,2,92.82927856445312
dds,False,True,16,128,64,4,2,2,92.16082153320312
dds,False,True,16,128,128,2,2,2,inf
dds,False,True,32,8,8,8,2,2,53.98472290039062
dds,False,True,32,8,16,8,2,2,34.580419921875
dds,False,True,32,8,32,8,8,4,27.266140747070317
dds,False,True,32,8,64,4,2,16,26.711062622070312
dds,False,True,32,8,128,2,2,2,inf
dds,False,True,32,16,8,4,2,2,50.495458984375
dds,False,True,32,16,16,8,2,2,30.542901611328126
dds,False,True,32,16,32,8,8,4,23.12939453125
dds,False,True,32,16,64,16,8,4,21.41405792236328
dds,False,True,32,16,128,2,2,2,inf
dds,False,True,32,32,8,4,2,2,62.9032958984375
dds,False,True,32,32,16,8,2,2,38.04856262207032
dds,False,True,32,32,32,16,4,2,25.37069091796875
dds,False,True,32,32,64,8,2,4,22.618585205078126
dds,False,True,32,32,128,2,2,2,inf
dds,False,True,32,64,8,4,8,2,70.26052856445312
dds,False,True,32,64,16,8,8,2,46.60901794433594
dds,False,True,32,64,32,8,2,2,35.37620239257812
dds,False,True,32,64,64,8,8,2,33.871795654296875
dds,False,True,32,64,128,2,2,2,inf
dds,False,True,32,128,8,2,2,2,94.4341796875
dds,False,True,32,128,16,4,8,2,67.17088623046875
dds,False,True,32,128,32,8,2,2,52.83756713867187
dds,False,True,32,128,64,4,16,4,51.19150085449219
dds,False,True,32,128,128,2,2,2,inf
dds,False,True,64,8,8,16,2,2,45.628598022460935
dds,False,True,64,8,16,8,8,4,27.13495178222656
dds,False,True,64,8,32,16,4,4,19.34381103515625
dds,False,True,64,8,64,2,2,2,inf
dds,False,True,64,8,128,2,2,2,inf
dds,False,True,64,16,8,8,2,2,41.39543762207031
dds,False,True,64,16,16,16,8,2,24.13658905029297
dds,False,True,64,16,32,16,16,4,17.45899200439453
dds,False,True,64,16,64,2,2,2,inf
dds,False,True,64,16,128,2,2,2,inf
dds,False,True,64,32,8,8,2,2,53.82050170898437
dds,False,True,64,32,16,16,16,2,30.43846740722656
dds,False,True,64,32,32,16,8,2,20.72993927001953
dds,False,True,64,32,64,2,2,2,inf
dds,False,True,64,32,128,2,2,2,inf
dds,False,True,64,64,8,4,8,2,61.343194580078126
dds,False,True,64,64,16,16,4,2,36.582061767578125
dds,False,True,64,64,32,8,8,2,26.40849914550781
dds,False,True,64,64,64,2,2,2,inf
dds,False,True,64,64,128,2,2,2,inf
dds,False,True,64,128,8,2,16,2,89.57435302734375
dds,False,True,64,128,16,4,2,2,55.05433349609375
dds,False,True,64,128,32,8,16,2,37.877691650390624
dds,False,True,64,128,64,2,2,2,inf
dds,False,True,64,128,128,2,2,2,inf
dds,False,True,128,8,8,16,2,4,41.845391845703126
dds,False,True,128,8,16,16,2,4,22.87071990966797
dds,False,True,128,8,32,2,2,2,inf
dds,False,True,128,8,64,2,2,2,inf
dds,False,True,128,8,128,2,2,2,inf
dds,False,True,128,16,8,16,2,2,37.15332946777344
dds,False,True,128,16,16,16,4,4,22.21670379638672
dds,False,True,128,16,32,2,2,2,inf
dds,False,True,128,16,64,2,2,2,inf
dds,False,True,128,16,128,2,2,2,inf
dds,False,True,128,32,8,16,8,2,48.627114868164064
dds,False,True,128,32,16,16,2,2,28.17583923339844
dds,False,True,128,32,32,2,2,2,inf
dds,False,True,128,32,64,2,2,2,inf
dds,False,True,128,32,128,2,2,2,inf
dds,False,True,128,64,8,4,2,2,65.926904296875
dds,False,True,128,64,16,8,2,2,36.267822265625
dds,False,True,128,64,32,2,2,2,inf
dds,False,True,128,64,64,2,2,2,inf
dds,False,True,128,64,128,2,2,2,inf
dds,False,True,128,128,8,2,2,2,inf
dds,False,True,128,128,16,2,2,2,inf
dds,False,True,128,128,32,2,2,2,inf
dds,False,True,128,128,64,2,2,2,inf
dds,False,True,128,128,128,2,2,2,inf
dds,True,False,8,8,8,2,4,2,141.81129150390626
dds,True,False,8,8,16,4,2,2,82.14745483398437
dds,True,False,8,8,32,8,4,2,58.6197021484375
dds,True,False,8,8,64,4,4,8,53.07578125
dds,True,False,8,8,128,2,2,2,inf
dds,True,False,8,16,8,2,4,2,136.486279296875
dds,True,False,8,16,16,2,16,2,77.42894287109375
dds,True,False,8,16,32,8,2,2,58.02311401367187
dds,True,False,8,16,64,8,2,2,56.43548583984375
dds,True,False,8,16,128,4,2,8,53.762457275390624
dds,True,False,8,32,8,2,2,2,142.93323974609376
dds,True,False,8,32,16,2,2,2,82.658251953125
dds,True,False,8,32,32,4,2,2,58.54985961914063
dds,True,False,8,32,64,4,8,4,57.65079956054687
dds,True,False,8,32,128,4,4,8,39.97030029296875
dds,True,False,8,64,8,2,2,2,148.51365966796874
dds,True,False,8,64,16,2,8,2,83.1766357421875
dds,True,False,8,64,32,4,4,2,59.449554443359375
dds,True,False,8,64,64,8,16,2,56.786688232421874
dds,True,False,8,64,128,4,4,2,40.5866455078125
dds,True,False,8,128,8,2,2,2,144.783544921875
dds,True,False,8,128,16,2,16,2,81.474560546875
dds,True,False,8,128,32,2,2,2,59.823046875
dds,True,False,8,128,64,2,2,2,55.313385009765625
dds,True,False,8,128,128,2,2,2,inf
dds,True,False,16,8,8,4,2,2,89.65245361328125
dds,True,False,16,8,16,4,2,2,44.886016845703125
dds,True,False,16,8,32,8,2,2,29.844512939453125
dds,True,False,16,8,64,8,8,4,25.365597534179688
dds,True,False,16,8,128,16,4,4,21.949267578125
dds,True,False,16,16,8,2,2,2,78.07701416015625
dds,True,False,16,16,16,4,8,2,42.8124755859375
dds,True,False,16,16,32,8,16,2,29.851785278320317
dds,True,False,16,16,64,8,16,4,25.923660278320312
dds,True,False,16,16,128,16,8,4,28.110232543945312
dds,True,False,16,32,8,2,2,2,92.39326171875
dds,True,False,16,32,16,4,16,2,50.35707702636719
dds,True,False,16,32,32,8,4,2,30.1670166015625
dds,True,False,16,32,64,16,2,2,29.626019287109376
dds,True,False,16,32,128,8,2,2,26.2468994140625
dds,True,False,16,64,8,2,2,2,93.433447265625
dds,True,False,16,64,16,4,8,2,49.92449951171875
dds,True,False,16,64,32,8,4,2,31.033657836914063
dds,True,False,16,64,64,4,16,2,30.16905822753906
dds,True,False,16,64,128,4,16,4,25.200038146972656
dds,True,False,16,128,8,2,2,2,92.0052734375
dds,True,False,16,128,16,4,8,2,49.56792297363281
dds,True,False,16,128,32,4,16,2,34.03858337402344
dds,True,False,16,128,64,4,2,2,31.314492797851564
dds,True,False,16,128,128,2,2,2,inf
dds,True,False,32,8,8,8,2,2,99.0732177734375
dds,True,False,32,8,16,8,8,2,39.013021850585936
dds,True,False,32,8,32,8,2,4,23.90037384033203
dds,True,False,32,8,64,16,4,4,17.611180114746094
dds,True,False,32,8,128,2,2,2,inf
dds,True,False,32,16,8,4,2,2,73.20350952148438
dds,True,False,32,16,16,8,16,2,38.88066711425781
dds,True,False,32,16,32,8,8,4,23.941529846191408
dds,True,False,32,16,64,8,4,8,17.943696594238283
dds,True,False,32,16,128,2,2,2,inf
dds,True,False,32,32,8,4,8,2,88.30719604492188
dds,True,False,32,32,16,8,2,2,46.75213623046875
dds,True,False,32,32,32,16,2,2,25.38228454589844
dds,True,False,32,32,64,8,4,4,19.16673583984375
dds,True,False,32,32,128,2,2,2,inf
dds,True,False,32,64,8,4,2,2,87.69459838867188
dds,True,False,32,64,16,8,8,2,46.815863037109374
dds,True,False,32,64,32,8,8,4,27.17962951660156
dds,True,False,32,64,64,8,16,2,22.669293212890626
dds,True,False,32,64,128,2,2,2,inf
dds,True,False,32,128,8,4,2,2,87.91981201171875
dds,True,False,32,128,16,4,4,2,50.69249267578125
dds,True,False,32,128,32,8,4,2,30.337432861328125
dds,True,False,32,128,64,8,2,2,23.933750915527344
dds,True,False,32,128,128,2,2,2,inf
dds,True,False,64,8,8,16,4,2,157.3812744140625
dds,True,False,64,8,16,8,2,4,48.66491088867188
dds,True,False,64,8,32,8,4,8,28.486843872070317
dds,True,False,64,8,64,2,2,2,inf
dds,True,False,64,8,128,2,2,2,inf
dds,True,False,64,16,8,8,8,2,97.76129760742188
dds,True,False,64,16,16,16,16,2,50.456939697265625
dds,True,False,64,16,32,16,8,4,28.66033935546875
dds,True,False,64,16,64,2,2,2,inf
dds,True,False,64,16,128,2,2,2,inf
dds,True,False,64,32,8,8,4,2,114.5839111328125
dds,True,False,64,32,16,16,16,2,58.21708984375
dds,True,False,64,32,32,16,8,2,31.95519104003906
dds,True,False,64,32,64,2,2,2,inf
dds,True,False,64,32,128,2,2,2,inf
dds,True,False,64,64,8,8,2,2,115.44453125
dds,True,False,64,64,16,16,8,2,59.109521484375
dds,True,False,64,64,32,8,8,2,33.661102294921875
dds,True,False,64,64,64,2,2,2,inf
dds,True,False,64,64,128,2,2,2,inf
dds,True,False,64,128,8,4,16,2,119.41300048828126
dds,True,False,64,128,16,8,4,2,63.08079833984375
dds,True,False,64,128,32,8,8,2,33.90361633300781
dds,True,False,64,128,64,2,2,2,inf
dds,True,False,64,128,128,2,2,2,inf
dds,True,False,128,8,8,2,2,2,inf
dds,True,False,128,8,16,16,2,4,78.7171142578125
dds,True,False,128,8,32,2,2,2,inf
dds,True,False,128,8,64,2,2,2,inf
dds,True,False,128,8,128,2,2,2,inf
dds,True,False,128,16,8,16,2,2,162.1299072265625
dds,True,False,128,16,16,16,8,2,82.79563598632812
dds,True,False,128,16,32,2,2,2,inf
dds,True,False,128,16,64,2,2,2,inf
dds,True,False,128,16,128,2,2,2,inf
dds,True,False,128,32,8,16,8,2,180.652783203125
dds,True,False,128,32,16,16,16,2,91.19170532226562
dds,True,False,128,32,32,2,2,2,inf
dds,True,False,128,32,64,2,2,2,inf
dds,True,False,128,32,128,2,2,2,inf
dds,True,False,128,64,8,8,16,2,182.3877075195313
dds,True,False,128,64,16,8,4,2,95.69812622070312
dds,True,False,128,64,32,2,2,2,inf
dds,True,False,128,64,64,2,2,2,inf
dds,True,False,128,64,128,2,2,2,inf
dds,True,False,128,128,8,2,2,2,inf
dds,True,False,128,128,16,2,2,2,inf
dds,True,False,128,128,32,2,2,2,inf
dds,True,False,128,128,64,2,2,2,inf
dds,True,False,128,128,128,2,2,2,inf
dds,True,True,8,8,8,2,2,2,127.7572998046875
dds,True,True,8,8,16,4,2,2,98.1478515625
dds,True,True,8,8,32,2,2,8,105.85396728515624
dds,True,True,8,8,64,4,8,16,145.3745849609375
dds,True,True,8,8,128,8,2,16,185.062158203125
dds,True,True,8,16,8,2,2,2,139.81124267578124
dds,True,True,8,16,16,2,16,2,91.10975341796876
dds,True,True,8,16,32,8,8,2,85.40437622070313
dds,True,True,8,16,64,4,16,8,83.19768676757812
dds,True,True,8,16,128,2,16,16,81.06796264648438
dds,True,True,8,32,8,2,2,2,179.30546875
dds,True,True,8,32,16,2,4,2,91.29049682617188
dds,True,True,8,32,32,4,16,2,68.43511352539062
dds,True,True,8,32,64,4,8,4,60.7952392578125
dds,True,True,8,32,128,8,4,4,60.4896484375
dds,True,True,8,64,8,2,16,2,244.8777587890625
dds,True,True,8,64,16,2,2,2,122.7343505859375
dds,True,True,8,64,32,4,8,2,99.85744018554688
dds,True,True,8,64,64,4,4,4,95.29630126953126
dds,True,True,8,64,128,4,16,2,95.92606811523436
dds,True,True,8,128,8,2,2,2,inf
dds,True,True,8,128,16,2,2,2,189.3578125
dds,True,True,8,128,32,4,16,2,169.03778076171875
dds,True,True,8,128,64,4,16,2,172.27548828125
dds,True,True,8,128,128,2,2,2,inf
dds,True,True,16,8,8,4,2,2,94.51527099609376
dds,True,True,16,8,16,4,4,2,51.60560913085938
dds,True,True,16,8,32,8,4,4,53.02169799804688
dds,True,True,16,8,64,4,8,16,55.79038696289062
dds,True,True,16,8,128,8,4,16,86.81287841796875
dds,True,True,16,16,8,2,2,2,77.85866088867188
dds,True,True,16,16,16,4,8,2,49.15158996582032
dds,True,True,16,16,32,8,8,2,42.97212524414063
dds,True,True,16,16,64,16,16,2,37.35468139648437
dds,True,True,16,16,128,4,8,16,40.749514770507815
dds,True,True,16,32,8,2,2,2,98.41561279296874
dds,True,True,16,32,16,4,2,2,61.32503662109375
dds,True,True,16,32,32,8,4,2,42.562939453125
dds,True,True,16,32,64,8,2,4,35.741265869140626
dds,True,True,16,32,128,8,2,4,34.263336181640625
dds,True,True,16,64,8,2,4,2,114.30032958984376
dds,True,True,16,64,16,4,8,2,76.36978759765626
dds,True,True,16,64,32,8,2,2,58.7079345703125
dds,True,True,16,64,64,8,2,2,54.8456787109375
dds,True,True,16,64,128,8,8,2,53.772900390625
dds,True,True,16,128,8,2,2,2,146.853857421875
dds,True,True,16,128,16,4,4,2,110.31800537109376
dds,True,True,16,128,32,4,16,2,96.67322387695312
dds,True,True,16,128,64,4,2,2,93.23410034179688
dds,True,True,16,128,128,2,2,2,inf
dds,True,True,32,8,8,8,2,2,101.45195922851562
dds,True,True,32,8,16,8,4,2,42.46036376953125
dds,True,True,32,8,32,8,2,4,28.42144470214844
dds,True,True,32,8,64,4,8,16,25.17054748535156
dds,True,True,32,8,128,2,2,2,inf
dds,True,True,32,16,8,4,2,2,73.46295776367188
dds,True,True,32,16,16,8,2,2,42.08187561035156
dds,True,True,32,16,32,8,16,4,28.084405517578126
dds,True,True,32,16,64,16,16,4,22.42252807617188
dds,True,True,32,16,128,2,2,2,inf
dds,True,True,32,32,8,4,2,2,91.77128295898436
dds,True,True,32,32,16,8,2,2,52.41979370117188
dds,True,True,32,32,32,16,16,2,32.20746765136719
dds,True,True,32,32,64,8,4,4,25.96764221191406
dds,True,True,32,32,128,2,2,2,inf
dds,True,True,32,64,8,4,2,2,99.95119018554688
dds,True,True,32,64,16,8,4,2,60.39188842773437
dds,True,True,32,64,32,16,2,2,40.84258728027344
dds,True,True,32,64,64,8,4,4,36.96003723144531
dds,True,True,32,64,128,2,2,2,inf
dds,True,True,32,128,8,4,4,2,116.718896484375
dds,True,True,32,128,16,4,4,2,81.38380737304688
dds,True,True,32,128,32,8,16,2,60.08902587890625
dds,True,True,32,128,64,4,16,4,54.5151123046875
dds,True,True,32,128,128,2,2,2,inf
dds,True,True,64,8,8,16,2,2,159.270458984375
dds,True,True,64,8,16,8,4,4,50.46022338867188
dds,True,True,64,8,32,16,4,4,31.01878051757813
dds,True,True,64,8,64,2,2,2,inf
dds,True,True,64,8,128,2,2,2,inf
dds,True,True,64,16,8,8,2,2,98.39224243164062
dds,True,True,64,16,16,16,4,2,51.91385498046875
dds,True,True,64,16,32,16,8,4,31.189453125
dds,True,True,64,16,64,2,2,2,inf
dds,True,True,64,16,128,2,2,2,inf
dds,True,True,64,32,8,8,4,2,116.67642822265626
dds,True,True,64,32,16,16,8,2,61.442633056640624
dds,True,True,64,32,32,16,8,2,35.341748046875
dds,True,True,64,32,64,2,2,2,inf
dds,True,True,64,32,128,2,2,2,inf
dds,True,True,64,64,8,8,4,2,122.48782958984376
dds,True,True,64,64,16,8,2,2,67.2903076171875
dds,True,True,64,64,32,8,16,2,40.63457336425781
dds,True,True,64,64,64,2,2,2,inf
dds,True,True,64,64,128,2,2,2,inf
dds,True,True,64,128,8,4,8,2,135.30081787109376
dds,True,True,64,128,16,4,8,2,82.08575439453125
dds,True,True,64,128,32,8,4,2,53.673974609375
dds,True,True,64,128,64,2,2,2,inf
dds,True,True,64,128,128,2,2,2,inf
dds,True,True,128,8,8,2,2,2,inf
dds,True,True,128,8,16,16,4,4,80.01533203125
dds,True,True,128,8,32,2,2,2,inf
dds,True,True,128,8,64,2,2,2,inf
dds,True,True,128,8,128,2,2,2,inf
dds,True,True,128,16,8,16,2,2,162.4451416015625
dds,True,True,128,16,16,16,4,2,83.57948608398438
dds,True,True,128,16,32,2,2,2,inf
dds,True,True,128,16,64,2,2,2,inf
dds,True,True,128,16,128,2,2,2,inf
dds,True,True,128,32,8,8,4,2,182.0763916015625
dds,True,True,128,32,16,16,2,2,92.733056640625
dds,True,True,128,32,32,2,2,2,inf
dds,True,True,128,32,64,2,2,2,inf
dds,True,True,128,32,128,2,2,2,inf
dds,True,True,128,64,8,8,16,2,186.8861083984375
dds,True,True,128,64,16,8,2,2,99.483642578125
dds,True,True,128,64,32,2,2,2,inf
dds,True,True,128,64,64,2,2,2,inf
dds,True,True,128,64,128,2,2,2,inf
dds,True,True,128,128,8,2,2,2,inf
dds,True,True,128,128,16,2,2,2,inf
dds,True,True,128,128,32,2,2,2,inf
dds,True,True,128,128,64,2,2,2,inf
dds,True,True,128,128,128,2,2,2,inf
dsd,False,False,8,8,8,2,2,2,93.71647338867189
dsd,False,False,8,8,16,4,2,2,64.03095092773438
dsd,False,False,8,8,32,4,2,4,58.64285888671875
dsd,False,False,8,8,64,4,4,8,56.20660400390625
dsd,False,False,8,8,128,2,2,2,inf
dsd,False,False,8,16,8,2,2,2,87.55302124023437
dsd,False,False,8,16,16,2,8,2,61.10001831054687
dsd,False,False,8,16,32,4,16,4,58.4094970703125
dsd,False,False,8,16,64,2,8,8,58.043218994140624
dsd,False,False,8,16,128,4,4,8,55.48840942382813
dsd,False,False,8,32,8,2,16,2,94.81031494140623
dsd,False,False,8,32,16,2,4,2,60.44342041015625
dsd,False,False,8,32,32,2,4,4,57.83162231445313
dsd,False,False,8,32,64,4,8,4,57.91334228515625
dsd,False,False,8,32,128,2,2,2,inf
dsd,False,False,8,64,8,2,16,2,92.61300659179688
dsd,False,False,8,64,16,2,16,2,60.11107177734375
dsd,False,False,8,64,32,4,2,2,59.4615478515625
dsd,False,False,8,64,64,2,2,2,inf
dsd,False,False,8,64,128,2,2,2,inf
dsd,False,False,8,128,8,2,2,2,inf
dsd,False,False,8,128,16,2,2,2,60.06309204101562
dsd,False,False,8,128,32,2,2,2,inf
dsd,False,False,8,128,64,2,2,2,inf
dsd,False,False,8,128,128,2,2,2,inf
dsd,False,False,16,8,8,4,2,2,63.24615478515625
dsd,False,False,16,8,16,4,4,2,39.68951416015625
dsd,False,False,16,8,32,4,8,4,30.354635620117183
dsd,False,False,16,8,64,4,2,8,27.33725891113281
dsd,False,False,16,8,128,16,4,4,24.254103088378905
dsd,False,False,16,16,8,2,8,2,58.42618408203125
dsd,False,False,16,16,16,4,16,2,34.07795715332031
dsd,False,False,16,16,32,4,4,4,29.76649169921875
dsd,False,False,16,16,64,16,16,2,27.015093994140624
dsd,False,False,16,16,128,16,8,4,27.910430908203125
dsd,False,False,16,32,8,2,4,2,68.20228881835938
dsd,False,False,16,32,16,4,2,2,38.896176147460935
dsd,False,False,16,32,32,8,16,2,30.33519592285156
dsd,False,False,16,32,64,16,4,2,29.708221435546875
dsd,False,False,16,32,128,2,2,2,inf
dsd,False,False,16,64,8,2,2,2,66.80291137695312
dsd,False,False,16,64,16,4,16,2,38.57438659667969
dsd,False,False,16,64,32,4,2,2,30.53526916503906
dsd,False,False,16,64,64,2,2,2,inf
dsd,False,False,16,64,128,2,2,2,inf
